ELU/SPPLEANT;Nom du candidat;Commune;Liste;Position dans la liste;Votes;Nombre de bulletins attribués aux candidats par dévolution à concurrence de ce qui est nécessaire pour atteindre le chiffre d'éligibilité.;Total des voix obtenues par les candidats après dévolution.;Total des bulletins restant à répartir par dévolution.;Désignation et classement des élus titulaires;Désignation et classement des élus suppléants
SUPPLEANT;SOUMMAR Abdellatif;COLFONTAINE;C.PLUS;15;183;0;183;0;;2
SUPPLEANT;HUPEZ Valérie;COLFONTAINE;C.PLUS;16;104;0;104;0;;13
SUPPLEANT;VLCEV Lilana;COLFONTAINE;C.PLUS;17;81;0;81;0;;16
SUPPLEANT;LEMAIRE-BECATTINI Esmeralda;COLFONTAINE;C.PLUS;18;79;0;79;0;;17
SUPPLEANT;DI CARO Valérie;COLFONTAINE;C.PLUS;19;146;0;146;0;;5
SUPPLEANT;CHEVALIER Michaël;COLFONTAINE;C.PLUS;20;188;0;188;0;;1
SUPPLEANT;CAPOUILLEZ Odette;COLFONTAINE;C.PLUS;21;126;0;126;0;;8
SUPPLEANT;BRION Jean-Claude;COLFONTAINE;C.PLUS;22;112;0;112;0;;10
SUPPLEANT;SAULX Didier;COLFONTAINE;C.PLUS;23;147;0;147;0;;4
SUPPLEANT;COULON Mickaël;COLFONTAINE;C.PLUS;24;64;0;64;0;;18
SUPPLEANT;LÉTÉ Eric;COLFONTAINE;C.PLUS;25;114;0;114;0;;9
SUPPLEANT;MOTTE Fabienne;COLFONTAINE;C.PLUS;26;51;0;51;0;;20
ELU;ITALIANO Francesca;COLFONTAINE;C.PLUS;27;337;0;337;0;5;20
ELU;PIÉRART Patrick;COLFONTAINE;R.S.C.C.;1;785;272;1057;205;1;
ELU;GODART Fanny;COLFONTAINE;R.S.C.C.;2;90;205;295;0;2;
ELU;HUBERT Jean-François;COLFONTAINE;R.S.C.C.;3;128;0;128;0;3;
SUPPLEANT;FUNARI Fabiola;COLFONTAINE;R.S.C.C.;4;67;0;67;0;;22
SUPPLEANT;BOEHM Alain;COLFONTAINE;R.S.C.C.;5;102;0;102;0;;2
SUPPLEANT;NAVEAU Manon;COLFONTAINE;R.S.C.C.;6;100;0;100;0;;3
SUPPLEANT;GOLINVEAU Didier;COLFONTAINE;R.S.C.C.;7;98;0;98;0;;4
SUPPLEANT;SALSAC Séphora;COLFONTAINE;R.S.C.C.;8;78;0;78;0;;16
SUPPLEANT;YPERMAN Quentin;COLFONTAINE;R.S.C.C.;9;79;0;79;0;;15
SUPPLEANT;Manu LODDO;COLFONTAINE;R.S.C.C.;10;72;0;72;0;;18
SUPPLEANT;REGINATO Franco;COLFONTAINE;R.S.C.C.;11;72;0;72;0;;19
SUPPLEANT;SAULX Marjorie;COLFONTAINE;R.S.C.C.;12;92;0;92;0;;7
SUPPLEANT;FLAKS Maxime;COLFONTAINE;R.S.C.C.;13;93;0;93;0;;5
SUPPLEANT;TURU Marie-Christine;COLFONTAINE;R.S.C.C.;14;60;0;60;0;;24
SUPPLEANT;WATTIER Patrick;COLFONTAINE;R.S.C.C.;15;85;0;85;0;;11
SUPPLEANT;MANTA Elvira;COLFONTAINE;R.S.C.C.;16;93;0;93;0;;6
SUPPLEANT;CAMMARATA Alexandre;COLFONTAINE;R.S.C.C.;17;76;0;76;0;;17
SUPPLEANT;LEDUNE Yveline;COLFONTAINE;R.S.C.C.;18;68;0;68;0;;21
SUPPLEANT;CARMINATI Frédéric;COLFONTAINE;R.S.C.C.;19;81;0;81;0;;14
SUPPLEANT;DEHULLU Catherine;COLFONTAINE;R.S.C.C.;20;85;0;85;0;;12
SUPPLEANT;LEGRAND Dimitri;COLFONTAINE;R.S.C.C.;21;91;0;91;0;;8
SUPPLEANT;BATON Anita;COLFONTAINE;R.S.C.C.;22;82;0;82;0;;13
SUPPLEANT;SANDRAS Pascal;COLFONTAINE;R.S.C.C.;23;89;0;89;0;;9
SUPPLEANT;BALAND Laurence;COLFONTAINE;R.S.C.C.;24;61;0;61;0;;23
SUPPLEANT;GNESUTTA Charly;COLFONTAINE;R.S.C.C.;25;70;0;70;0;;20
SUPPLEANT;SCHOLTS Jennifer;COLFONTAINE;R.S.C.C.;26;88;0;88;0;;10
SUPPLEANT;DEVRIESE Fabrice;COLFONTAINE;R.S.C.C.;27;119;0;119;0;;1
ELU;PIREAUX Anne;COMBLAIN-AU-PONT;Ecolo;1;113;38;151;8;1;
SUPPLEANT;WILLEMS Jean-Pierre;COMBLAIN-AU-PONT;Ecolo;2;50;8;58;0;;2
SUPPLEANT;EYCKMANS Gisèle;COMBLAIN-AU-PONT;Ecolo;3;30;0;30;0;;10
SUPPLEANT;PIRARD Gilles;COMBLAIN-AU-PONT;Ecolo;4;36;0;36;0;;6
SUPPLEANT;JOSKIN Noëlle;COMBLAIN-AU-PONT;Ecolo;5;39;0;39;0;;5
SUPPLEANT;VRANKEN Alain;COMBLAIN-AU-PONT;Ecolo;6;32;0;32;0;;9
SUPPLEANT;LORET Marie;COMBLAIN-AU-PONT;Ecolo;7;35;0;35;0;;8
SUPPLEANT;CHAMBEAU Xavier;COMBLAIN-AU-PONT;Ecolo;8;25;0;25;0;;14
SUPPLEANT;MOUVET Joëlle;COMBLAIN-AU-PONT;Ecolo;9;44;0;44;0;;3
SUPPLEANT;RENARD Benoît;COMBLAIN-AU-PONT;Ecolo;10;25;0;25;0;;15
SUPPLEANT;PEETERS Odette;COMBLAIN-AU-PONT;Ecolo;11;40;0;40;0;;4
SUPPLEANT;JAMINON Didier;COMBLAIN-AU-PONT;Ecolo;12;27;0;27;0;;12
SUPPLEANT;MALEMPRÉE Georgette;COMBLAIN-AU-PONT;Ecolo;13;27;0;27;0;;13
SUPPLEANT;MENGAL Jean;COMBLAIN-AU-PONT;Ecolo;14;21;0;21;0;;16
SUPPLEANT;MERNIER Marie-France;COMBLAIN-AU-PONT;Ecolo;15;29;0;29;0;;11
SUPPLEANT;SCHILS Emilie;COMBLAIN-AU-PONT;Ecolo;16;36;0;36;0;;7
SUPPLEANT;DARAS José;COMBLAIN-AU-PONT;Ecolo;17;52;0;52;0;;1
ELU;HENON Jean-Christophe;COMBLAIN-AU-PONT;IC (ic-ps-cdh);1;784;726;1510;0;1;
ELU;BASTIN Marie;COMBLAIN-AU-PONT;IC (ic-ps-cdh);2;312;0;312;0;7;
ELU;VANGOSSUM Georges;COMBLAIN-AU-PONT;IC (ic-ps-cdh);3;485;0;485;0;3;
ELU;WARZÉE Pierre;COMBLAIN-AU-PONT;IC (ic-ps-cdh);4;402;0;402;0;4;
ELU;PAULUS Jean;COMBLAIN-AU-PONT;IC (ic-ps-cdh);5;365;0;365;0;5;
ELU;MANCINI Virginie;COMBLAIN-AU-PONT;IC (ic-ps-cdh);6;204;0;204;0;11;
ELU;GRIGNET Cécile;COMBLAIN-AU-PONT;IC (ic-ps-cdh);7;294;0;294;0;8;
ELU;MORMONT Marc;COMBLAIN-AU-PONT;IC (ic-ps-cdh);8;283;0;283;0;9;
SUPPLEANT;BERGER Aline;COMBLAIN-AU-PONT;IC (ic-ps-cdh);9;171;0;171;0;;3
ELU;CAES Raphael;COMBLAIN-AU-PONT;IC (ic-ps-cdh);10;608;0;608;0;2;3
SUPPLEANT;PAHAUT Janik;COMBLAIN-AU-PONT;IC (ic-ps-cdh);11;176;0;176;0;;2
ELU;PIRLET Didier;COMBLAIN-AU-PONT;IC (ic-ps-cdh);12;280;0;280;0;10;2
SUPPLEANT;CLARENNE Jean;COMBLAIN-AU-PONT;IC (ic-ps-cdh);13;140;0;140;0;;4
SUPPLEANT;MALCHAIR Emilie;COMBLAIN-AU-PONT;IC (ic-ps-cdh);14;99;0;99;0;;5
SUPPLEANT;CORNELIS Frédéric;COMBLAIN-AU-PONT;IC (ic-ps-cdh);15;198;0;198;0;;1
SUPPLEANT;RONDIA Chantal;COMBLAIN-AU-PONT;IC (ic-ps-cdh);16;82;0;82;0;;6
ELU;GÉRADS Suzanne;COMBLAIN-AU-PONT;IC (ic-ps-cdh);17;348;0;348;0;6;6
ELU;PAULUS Jean;COMBLAIN-AU-PONT;INITIATIVES;1;517;253;770;0;1;
SUPPLEANT;FERNANDES MARTINS Elisabete;COMBLAIN-AU-PONT;INITIATIVES;2;142;0;142;0;;7
ELU;DANIELS Jean;COMBLAIN-AU-PONT;INITIATIVES;3;221;0;221;0;2;7
ELU;MARCHAL Richard;COMBLAIN-AU-PONT;INITIATIVES;4;211;0;211;0;4;
SUPPLEANT;GOFFIN Sylvie;COMBLAIN-AU-PONT;INITIATIVES;5;153;0;153;0;;2
SUPPLEANT;CARA Loïc;COMBLAIN-AU-PONT;INITIATIVES;6;148;0;148;0;;5
SUPPLEANT;LÉONARD Nathalie;COMBLAIN-AU-PONT;INITIATIVES;7;141;0;141;0;;9
SUPPLEANT;GUISSARD Geoffrey;COMBLAIN-AU-PONT;INITIATIVES;8;152;0;152;0;;3
SUPPLEANT;BERNARD Charlotte;COMBLAIN-AU-PONT;INITIATIVES;9;134;0;134;0;;10
SUPPLEANT;MÉAN Jean-Claude;COMBLAIN-AU-PONT;INITIATIVES;10;151;0;151;0;;4
SUPPLEANT;de SOUSA RIBEIRO Maria;COMBLAIN-AU-PONT;INITIATIVES;11;163;0;163;0;;1
SUPPLEANT;HENROTTIN Natalie;COMBLAIN-AU-PONT;INITIATIVES;12;146;0;146;0;;6
SUPPLEANT;PIRE Michaël;COMBLAIN-AU-PONT;INITIATIVES;13;113;0;113;0;;12
SUPPLEANT;LERUSE Séverine;COMBLAIN-AU-PONT;INITIATIVES;14;133;0;133;0;;11
SUPPLEANT;MARCHAL Sarah;COMBLAIN-AU-PONT;INITIATIVES;15;142;0;142;0;;8
ELU;PAULUS Henri;COMBLAIN-AU-PONT;INITIATIVES;16;188;0;188;0;5;8
ELU;LERUSE Michel;COMBLAIN-AU-PONT;INITIATIVES;17;220;0;220;0;3;
ELU;BERTOUILLE Chantal;COMINES-WARNETON;MR;1;1779;698;2477;779;1;
ELU;SOETE Didier;COMINES-WARNETON;MR;2;794;779;1573;0;2;
ELU;LIPPINOIS Myriam;COMINES-WARNETON;MR;3;427;0;427;0;5;
ELU;LEMENU Jean-Marie;COMINES-WARNETON;MR;4;304;0;304;0;7;
SUPPLEANT;POURCELLE-MORÉNO Paulette;COMINES-WARNETON;MR;5;253;0;253;0;;1
SUPPLEANT;DUMONT Fabien;COMINES-WARNETON;MR;6;252;0;252;0;;5
ELU;LEEUWERCK Alice;COMINES-WARNETON;MR;7;487;0;487;0;3;5
SUPPLEANT;ALLART Dominique;COMINES-WARNETON;MR;8;240;0;240;0;;9
SUPPLEANT;CARREIN Rita;COMINES-WARNETON;MR;9;201;0;201;0;;11
ELU;DEVOS Eric;COMINES-WARNETON;MR;10;305;0;305;0;6;11
SUPPLEANT;MULLER Juliette;COMINES-WARNETON;MR;11;200;0;200;0;;13
SUPPLEANT;THOMAS Christophe;COMINES-WARNETON;MR;12;201;0;201;0;;12
SUPPLEANT;FINET Marie-Eve;COMINES-WARNETON;MR;13;233;0;233;0;;10
SUPPLEANT;LABY David;COMINES-WARNETON;MR;14;241;0;241;0;;8
SUPPLEANT;LEMOINE Virginie;COMINES-WARNETON;MR;15;247;0;247;0;;7
SUPPLEANT;PLANQUE Olivier;COMINES-WARNETON;MR;16;164;0;164;0;;18
SUPPLEANT;VILLEZ Juliette;COMINES-WARNETON;MR;17;265;0;265;0;;3
SUPPLEANT;SEMAL Alain;COMINES-WARNETON;MR;18;176;0;176;0;;15
SUPPLEANT;HOF-LECOINTRE Marie-Pierre;COMINES-WARNETON;MR;19;176;0;176;0;;16
SUPPLEANT;DHANTSCHOTTER Johny;COMINES-WARNETON;MR;20;192;0;192;0;;14
SUPPLEANT;MESTDAGH Isabelle;COMINES-WARNETON;MR;21;166;0;166;0;;17
SUPPLEANT;WARLOP Raymond;COMINES-WARNETON;MR;22;249;0;249;0;;6
SUPPLEANT;COPPIN Fabienne;COMINES-WARNETON;MR;23;271;0;271;0;;2
SUPPLEANT;BOUW Alizé;COMINES-WARNETON;MR;24;255;0;255;0;;4
ELU;GOBEYN André;COMINES-WARNETON;MR;25;463;0;463;0;4;4
ELU;DELEU Gilbert;COMINES-WARNETON;ACTION;1;2885;1425;4310;1760;1;
ELU;DESBUQUOIT Marie-Eve;COMINES-WARNETON;ACTION;2;1599;1760;3359;0;2;
ELU;VANDESKELDE Didier;COMINES-WARNETON;ACTION;3;836;0;836;0;4;
ELU;GRUSON Charlotte;COMINES-WARNETON;ACTION;4;350;0;350;0;12;
ELU;BAELEN Freddy;COMINES-WARNETON;ACTION;5;1069;0;1069;0;3;
SUPPLEANT;DESURMONT Marie-Hélène;COMINES-WARNETON;ACTION;6;267;0;267;0;;1
ELU;GAQUIERE Francis;COMINES-WARNETON;ACTION;7;670;0;670;0;5;1
SUPPLEANT;PIETERS Françoise;COMINES-WARNETON;ACTION;8;291;0;291;0;;6
ELU;RYCKEBOSCH José;COMINES-WARNETON;ACTION;9;601;0;601;0;6;6
ELU;HOF Marion;COMINES-WARNETON;ACTION;10;371;0;371;0;11;
SUPPLEANT;LINDEBOOM Jean-Baptiste;COMINES-WARNETON;ACTION;11;302;0;302;0;;4
SUPPLEANT;CROAIN Stéphanie;COMINES-WARNETON;ACTION;12;194;0;194;0;;11
SUPPLEANT;LEROY Jean-Paul;COMINES-WARNETON;ACTION;13;322;0;322;0;;3
ELU;HEYTE-STAMPER Carine;COMINES-WARNETON;ACTION;14;474;0;474;0;8;3
ELU;DEJONGHE Stéphane;COMINES-WARNETON;ACTION;15;466;0;466;0;9;
SUPPLEANT;DESAILLY Julie;COMINES-WARNETON;ACTION;16;225;0;225;0;;10
SUPPLEANT;TROMBETTA Michaël;COMINES-WARNETON;ACTION;17;256;0;256;0;;9
SUPPLEANT;UGILLE-BODART Isabelle;COMINES-WARNETON;ACTION;18;192;0;192;0;;12
SUPPLEANT;VANDOOLAEGHE Didier;COMINES-WARNETON;ACTION;19;293;0;293;0;;5
SUPPLEANT;VANDENBROUCKE-VANRUYMBEKE Chantal;COMINES-WARNETON;ACTION;20;326;0;326;0;;2
ELU;DOMICENT Patrick;COMINES-WARNETON;ACTION;21;346;0;346;0;13;2
SUPPLEANT;DEJONGHE Patricia;COMINES-WARNETON;ACTION;22;257;0;257;0;;8
SUPPLEANT;SIEUW Damien;COMINES-WARNETON;ACTION;23;278;0;278;0;;7
ELU;CATTEAU-DUGARDIN Jeannette;COMINES-WARNETON;ACTION;24;396;0;396;0;10;7
ELU;BATAILLE Vincent;COMINES-WARNETON;ACTION;25;516;0;516;0;7;
ELU;DE GEEST Luc;COMINES-WARNETON;PS-ECOLO;1;711;833;1544;0;1;
ELU;BOUCHARD Claudine;COMINES-WARNETON;PS-ECOLO;2;180;0;180;0;5;
ELU;MOUTON Philippe;COMINES-WARNETON;PS-ECOLO;3;449;0;449;0;2;
ELU;KYRIAKIDIS David;COMINES-WARNETON;PS-ECOLO;4;359;0;359;0;3;
SUPPLEANT;DEJONGHE Aurélie;COMINES-WARNETON;PS-ECOLO;5;127;0;127;0;;1
SUPPLEANT;DEBRUYNE Alain;COMINES-WARNETON;PS-ECOLO;6;177;0;177;0;;3
SUPPLEANT;HUYGHE Michel;COMINES-WARNETON;PS-ECOLO;7;108;0;108;0;;8
SUPPLEANT;SERROEN Elisabeth;COMINES-WARNETON;PS-ECOLO;8;111;0;111;0;;7
ELU;EFESOTTI Frank;COMINES-WARNETON;PS-ECOLO;9;202;0;202;0;4;7
SUPPLEANT;PITELJON Séverine;COMINES-WARNETON;PS-ECOLO;10;100;0;100;0;;9
SUPPLEANT;GEKIERE Diego;COMINES-WARNETON;PS-ECOLO;11;91;0;91;0;;11
SUPPLEANT;VANDEPARRE Cathy;COMINES-WARNETON;PS-ECOLO;12;65;0;65;0;;17
SUPPLEANT;LELEU Sergio;COMINES-WARNETON;PS-ECOLO;13;83;0;83;0;;13
SUPPLEANT;TALLARICO Graziella;COMINES-WARNETON;PS-ECOLO;14;82;0;82;0;;15
SUPPLEANT;CAMBIER Franky;COMINES-WARNETON;PS-ECOLO;15;84;0;84;0;;12
SUPPLEANT;VANDENSTEEN Marina;COMINES-WARNETON;PS-ECOLO;16;83;0;83;0;;14
SUPPLEANT;ROELENS Patrick;COMINES-WARNETON;PS-ECOLO;17;133;0;133;0;;4
SUPPLEANT;POULAIN Christine;COMINES-WARNETON;PS-ECOLO;18;57;0;57;0;;20
SUPPLEANT;DERAMAUX Dany;COMINES-WARNETON;PS-ECOLO;19;79;0;79;0;;16
SUPPLEANT;REYBROUCK Stephanie;COMINES-WARNETON;PS-ECOLO;20;65;0;65;0;;18
SUPPLEANT;BRAEME Audrey;COMINES-WARNETON;PS-ECOLO;21;60;0;60;0;;19
SUPPLEANT;SUTHERLAND Sandy;COMINES-WARNETON;PS-ECOLO;22;117;0;117;0;;5
SUPPLEANT;VAN DE WALLE Luc;COMINES-WARNETON;PS-ECOLO;23;116;0;116;0;;6
SUPPLEANT;VERHELST Dorine;COMINES-WARNETON;PS-ECOLO;24;94;0;94;0;;10
SUPPLEANT;WERQUIN David;COMINES-WARNETON;PS-ECOLO;25;178;0;178;0;;2
ELU;CLERSY Christophe;COURCELLES;ECOLO;1;330;872;1202;274;1;
ELU;HAINAUT Joëlle;COURCELLES;ECOLO;2;110;274;384;0;2;
SUPPLEANT;KAIRET Tim;COURCELLES;ECOLO;3;105;0;105;0;;1
SUPPLEANT;LEMAIRE Annick;COURCELLES;ECOLO;4;67;0;67;0;;4
SUPPLEANT;TRIVILINI Michael;COURCELLES;ECOLO;5;95;0;95;0;;2
SUPPLEANT;HUBERT Anne-Gaëlle;COURCELLES;ECOLO;6;65;0;65;0;;5
SUPPLEANT;VINCK Olivier;COURCELLES;ECOLO;7;50;0;50;0;;7
SUPPLEANT;HERBIET Chantal;COURCELLES;ECOLO;8;49;0;49;0;;10
SUPPLEANT;REIDEMEISTER Jean;COURCELLES;ECOLO;9;40;0;40;0;;15
SUPPLEANT;ELOY Cathy;COURCELLES;ECOLO;10;50;0;50;0;;8
SUPPLEANT;DE CONINCK Christophe;COURCELLES;ECOLO;11;41;0;41;0;;14
SUPPLEANT;LEGRAND Julie;COURCELLES;ECOLO;12;84;0;84;0;;3
SUPPLEANT;DUTILLEUL Rodrigue;COURCELLES;ECOLO;13;35;0;35;0;;21
SUPPLEANT;EVINA ETOUNDI Nathalie;COURCELLES;ECOLO;14;36;0;36;0;;20
SUPPLEANT;VAN MOER Nicolas;COURCELLES;ECOLO;15;39;0;39;0;;16
SUPPLEANT;MIGEOTTE Marie-Jenny;COURCELLES;ECOLO;16;39;0;39;0;;17
SUPPLEANT;DEMANET Michaël;COURCELLES;ECOLO;17;38;0;38;0;;18
SUPPLEANT;HUYSMANS Catherine;COURCELLES;ECOLO;18;44;0;44;0;;11
SUPPLEANT;MARTELLOZZO Vittorio;COURCELLES;ECOLO;19;43;0;43;0;;12
SUPPLEANT;DEHON Hedwige;COURCELLES;ECOLO;20;34;0;34;0;;23
SUPPLEANT;BEGUIN Jean-Claude;COURCELLES;ECOLO;21;50;0;50;0;;9
SUPPLEANT;HALLUIN Laurie;COURCELLES;ECOLO;22;35;0;35;0;;22
SUPPLEANT;CORNU Christophe;COURCELLES;ECOLO;23;28;0;28;0;;27
SUPPLEANT;BAIO Vanessa;COURCELLES;ECOLO;24;38;0;38;0;;19
SUPPLEANT;ANGELINI Samuel;COURCELLES;ECOLO;25;27;0;27;0;;28
SUPPLEANT;WÉRY Michèle;COURCELLES;ECOLO;26;33;0;33;0;;24
SUPPLEANT;STEENACKERS Leon;COURCELLES;ECOLO;27;29;0;29;0;;26
SUPPLEANT;NOTELET Marguerite;COURCELLES;ECOLO;28;33;0;33;0;;25
SUPPLEANT;VAN BOSSCHE Jean-François;COURCELLES;ECOLO;29;42;0;42;0;;13
SUPPLEANT;CRUCKE Julie;COURCELLES;ECOLO;30;58;0;58;0;;6
ELU;AMICO Guiseppe;COURCELLES;ECOLO;31;124;0;124;0;3;6
ELU;SOEUR Axel;COURCELLES;PS;1;2090;3320;5410;8666;1;
ELU;RICHIR Flora;COURCELLES;PS;2;593;4817;5410;3849;2;
ELU;COPPIN Frédéric;COURCELLES;PS;3;495;3849;4344;0;3;
ELU;ZUMBO Giuseppina;COURCELLES;PS;4;250;0;250;0;9;
ELU;BALSEAU Samuel;COURCELLES;PS;5;415;0;415;0;4;
ELU;NOUWENS Béatrice;COURCELLES;PS;6;309;0;309;0;6;
ELU;LAIDOUM Guy;COURCELLES;PS;7;306;0;306;0;7;
ELU;POLLART Annick;COURCELLES;PS;8;298;0;298;0;8;
ELU;GAPARATA Théoneste;COURCELLES;PS;9;215;0;215;0;11;
ELU;LAMBERT Nathalie;COURCELLES;PS;10;213;0;213;0;12;
ELU;PAYEN Fernand;COURCELLES;PS;11;377;0;377;0;5;
SUPPLEANT;COPIN Florence;COURCELLES;PS;12;146;0;146;0;;6
SUPPLEANT;CONRAD Gregory;COURCELLES;PS;13;146;0;146;0;;7
SUPPLEANT;DEMEULEMEESTER Roselyne;COURCELLES;PS;14;187;0;187;0;;2
SUPPLEANT;DUFRENNE Luc;COURCELLES;PS;15;115;0;115;0;;10
SUPPLEANT;MARCHETTI Françoise;COURCELLES;PS;16;112;0;112;0;;11
SUPPLEANT;KRANTZ Michel;COURCELLES;PS;17;207;0;207;0;;1
SUPPLEANT;SIEMES Chantal;COURCELLES;PS;18;91;0;91;0;;15
SUPPLEANT;CAMBIER Christophe;COURCELLES;PS;19;162;0;162;0;;5
ELU;VLEESCHOUWERS Valérie;COURCELLES;PS;20;213;0;213;0;13;5
SUPPLEANT;VAN DEN BOSSCHE Franz;COURCELLES;PS;21;100;0;100;0;;13
SUPPLEANT;MERCIER Angélique;COURCELLES;PS;22;111;0;111;0;;12
SUPPLEANT;RASSART Jean-Pol;COURCELLES;PS;23;174;0;174;0;;4
SUPPLEANT;WALRANDT Catherine;COURCELLES;PS;24;78;0;78;0;;17
SUPPLEANT;MOEYERSOON Hervé;COURCELLES;PS;25;139;0;139;0;;8
SUPPLEANT;KADRI Malika;COURCELLES;PS;26;179;0;179;0;;3
SUPPLEANT;DHAEYER Jacques;COURCELLES;PS;27;92;0;92;0;;14
SUPPLEANT;MASSART Christelle;COURCELLES;PS;28;75;0;75;0;;18
SUPPLEANT;HOUZE Alain;COURCELLES;PS;29;134;0;134;0;;9
SUPPLEANT;VANBERCIE Claudine;COURCELLES;PS;30;83;0;83;0;;16
ELU;MEURÉE Jean-Pol;COURCELLES;PS;31;232;0;232;0;10;16
ELU;PÉTRÉ Johan;COURCELLES;CDh;1;435;666;1101;0;1;
SUPPLEANT;BUDA Caroline;COURCELLES;CDh;2;156;0;156;0;;1
ELU;DEHAN Jean-Pierre;COURCELLES;CDh;3;314;0;314;0;2;1
ELU;BOUSSART Jonathan;COURCELLES;CDh;4;301;0;301;0;3;
SUPPLEANT;NICOSIA Cynthia;COURCELLES;CDh;5;78;0;78;0;;5
SUPPLEANT;VAN MELKEBEKE Pascal;COURCELLES;CDh;6;65;0;65;0;;10
SUPPLEANT;DECOCK Amélie;COURCELLES;CDh;7;39;0;39;0;;20
SUPPLEANT;GODEAU Maria;COURCELLES;CDh;8;116;0;116;0;;2
SUPPLEANT;CHAMPAGNE Guy;COURCELLES;CDh;9;48;0;48;0;;15
SUPPLEANT;LIBOUTON Henri;COURCELLES;CDh;10;33;0;33;0;;23
SUPPLEANT;DEMEURE Romuald;COURCELLES;CDh;11;64;0;64;0;;11
SUPPLEANT;ZAMPONI Rudy;COURCELLES;CDh;12;35;0;35;0;;21
SUPPLEANT;JOURQUIN Sonia;COURCELLES;CDh;13;40;0;40;0;;17
SUPPLEANT;COLOSSO Ludivine;COURCELLES;CDh;14;55;0;55;0;;13
SUPPLEANT;GUIDE Abdallah;COURCELLES;CDh;15;85;0;85;0;;3
SUPPLEANT;CARLIEZ Michael;COURCELLES;CDh;16;29;0;29;0;;27
SUPPLEANT;GIBERT Eric;COURCELLES;CDh;17;26;0;26;0;;28
SUPPLEANT;GOOSSENS Stéphanie;COURCELLES;CDh;18;32;0;32;0;;24
SUPPLEANT;DEBOSSCHERE Joffrey;COURCELLES;CDh;19;40;0;40;0;;18
SUPPLEANT;ADAM Ariane;COURCELLES;CDh;20;35;0;35;0;;22
SUPPLEANT;MORAUX Huguette;COURCELLES;CDh;21;30;0;30;0;;26
SUPPLEANT;PIRMOLIN Robert;COURCELLES;CDh;22;40;0;40;0;;19
SUPPLEANT;MESTDAGH Gaëtan;COURCELLES;CDh;23;70;0;70;0;;8
SUPPLEANT;PIRET Emmanuelle;COURCELLES;CDh;24;32;0;32;0;;25
SUPPLEANT;CARBONE Maria;COURCELLES;CDh;25;46;0;46;0;;16
SUPPLEANT;MOREAU de MELEN Brigitte;COURCELLES;CDh;26;80;0;80;0;;4
SUPPLEANT;ELOY Alain;COURCELLES;CDh;27;66;0;66;0;;9
SUPPLEANT;CAILLAUX Bernard;COURCELLES;CDh;28;60;0;60;0;;12
SUPPLEANT;HARDY Nicole;COURCELLES;CDh;29;73;0;73;0;;7
SUPPLEANT;DE VOS Marcella;COURCELLES;CDh;30;52;0;52;0;;14
SUPPLEANT;BAFFIONI Sandrine;COURCELLES;CDh;31;76;0;76;0;;6
ELU;TAQUIN Caroline;COURCELLES;MR;1;2747;1884;4631;4326;1;
ELU;HASSELIN Joël;COURCELLES;MR;2;602;4029;4631;297;2;
ELU;MEURÉE Jean-Claude;COURCELLES;MR;3;493;297;790;0;3;
SUPPLEANT;PALUMBO Elunda;COURCELLES;MR;4;287;0;287;0;;6
SUPPLEANT;BAUDOIN Arnaud;COURCELLES;MR;5;299;0;299;0;;2
ELU;SWEERT Christine;COURCELLES;MR;6;309;0;309;0;11;2
ELU;NEIRYNCK Hugues;COURCELLES;MR;7;498;0;498;0;4;
SUPPLEANT;BERNARD Ludivine;COURCELLES;MR;8;263;0;263;0;;8
SUPPLEANT;DELATTRE Rudy;COURCELLES;MR;9;301;0;301;0;;1
SUPPLEANT;COPIN Marie-France;COURCELLES;MR;10;231;0;231;0;;14
ELU;SPITAELS Gérard;COURCELLES;MR;11;315;0;315;0;10;14
ELU;RENAUX Sophie;COURCELLES;MR;12;337;0;337;0;8;
SUPPLEANT;HAMACHE Mustapha;COURCELLES;MR;13;248;0;248;0;;10
SUPPLEANT;VANDENDRIS Isabelle;COURCELLES;MR;14;222;0;222;0;;17
ELU;LEMAÎTRE Rudy;COURCELLES;MR;15;366;0;366;0;7;17
ELU;HANSENNE Sandra;COURCELLES;MR;16;470;0;470;0;5;
SUPPLEANT;WERHERT Dominique;COURCELLES;MR;17;294;0;294;0;;3
SUPPLEANT;FIERENS Candy;COURCELLES;MR;18;232;0;232;0;;13
SUPPLEANT;SADZOT Rudy;COURCELLES;MR;19;239;0;239;0;;12
SUPPLEANT;PREUDHOMME Cathryn;COURCELLES;MR;20;220;0;220;0;;18
SUPPLEANT;CANSSE Franz;COURCELLES;MR;21;240;0;240;0;;11
SUPPLEANT;SCARMUR Béatrice;COURCELLES;MR;22;253;0;253;0;;9
SUPPLEANT;DEGUITE Philippe;COURCELLES;MR;23;227;0;227;0;;15
SUPPLEANT;NEUFORT Christiane;COURCELLES;MR;24;192;0;192;0;;19
ELU;DE RIDDER Gregory;COURCELLES;MR;25;325;0;325;0;9;19
SUPPLEANT;WATERLOT Cathy;COURCELLES;MR;26;226;0;226;0;;16
SUPPLEANT;MATTEZ Xavier;COURCELLES;MR;27;294;0;294;0;;4
SUPPLEANT;MAYENCE Léonce;COURCELLES;MR;28;190;0;190;0;;20
ELU;NEIRYNCK Francine;COURCELLES;MR;29;384;0;384;0;6;20
SUPPLEANT;VANDIERENDONCK Grégory;COURCELLES;MR;30;284;0;284;0;;7
